"Source","Destination","SHA256","Status"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\4db915109bb2.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\4db915109bb2.html","B85B70EFD303A48EA8B818E589594FD78A8B48B75394ACCCD914A70AACB07431","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\690e0f08b378.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\690e0f08b378.html","F9B22334AE16E9CCF87F995DD82DC3A912E2416773DB800FE7E2E17A8F2A3020","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\af25c057570e.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\af25c057570e.html","53411EC107DCB5C153C53AF6B5E85AD56C96237C8FFADB6EF0B04CE093A31A62","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\db729358183e.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\db729358183e.html","7551BA0B138E08C4D377B2154435C486CC842412F3CFC038FF5EA5387EC96F92","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\index.html","70F31BAA97F3CD046023A863DD985CFB5FE26CC9F9D035E3A3F15DB12CEB41EE","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\core-prototype\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\core-prototype\source.html","2E0494C20C7E0DF64DE47F5677B49745835158201C9CCB4E82A64870A6AB43C2","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\current\source.html","A5F18F18C7AB41469247D317600129D57E2FFF8E95249BF51454A3EC96265F5B","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\01d4339754de.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\01d4339754de.html","E517AC4DE3A2B69766F6BF611529805E3B61EF2770BAF42B4A6C4838C355C2CD","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\507fb8dfc841.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\507fb8dfc841.html","A40C4C7D4D3E1547F93F3F6F39D588D2F90B0CE5884BCA3DC2F221D60F0711F1","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\59eead6fff16.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\59eead6fff16.html","0DC72734C3596F9C5130135317ACAC5E6A78B8A699C34DB5163C3FE5A919A65C","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\65b91805cd50.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\65b91805cd50.html","D186DAB36F8E4810BE10EECA09CB94CFD7B1C4584A7AD3AFFEB275089D62CEC0","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\f449ab002fc8.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\f449ab002fc8.html","2E0494C20C7E0DF64DE47F5677B49745835158201C9CCB4E82A64870A6AB43C2","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\index.html","C9FF7887D96E5F2D10DED40769C68A9DA7D88733ECF812CDACF82C5AE7D8EF5E","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\core-prototype\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\core-prototype\source.html","99DDCCA9C0604AC56608C7948E08E77802A650478D6A2343ACADC3CA04F4932A","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\current\source.html","E92BC7255B4425DEACD98BF53B61654F8550652D12885F07A1B7F66197F1C8D2","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\005b1ee721db.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\005b1ee721db.html","99DDCCA9C0604AC56608C7948E08E77802A650478D6A2343ACADC3CA04F4932A","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\248029b6312d.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\248029b6312d.html","F08A0E4C0F1D3BB3ACFC56D1383F3D13CA079B3ECE79E4E4295F2BC8C6E74900","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\603413454217.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\603413454217.html","E92BC7255B4425DEACD98BF53B61654F8550652D12885F07A1B7F66197F1C8D2","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\b79df31d5f5e.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\b79df31d5f5e.html","5D16FDC4031E797C9A6B75935FF81F27474159D088C903F53582CBA3A578E3A1","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\c6f6d4db2405.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\c6f6d4db2405.html","74B161098144EAF122D4977B8510B2886BA9BFA5F1443D6DAC398E18C3C9CD48","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\e6dc92f91879.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\e6dc92f91879.html","63895225A142C40D0245E166D36862A6F406A44AAED5D5A2CDAE0F74F582B652","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\eafc0d14fbff.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\eafc0d14fbff.html","22D18018E7CCC6EFFC70272529C6A15AFBAAE3299152CC1BCD6FCB4F7C3525F8","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\index.html","0F7BA00974AB8140AFA0A7CCA13EF4C447818F8609F03BAF3A19B7ABDA3B1B79","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\core-prototype\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\core-prototype\source.html","FD3F592A9A10C1D3614BCA5F6BF4A19508617BC82508B3F6876263BC4E0811C9","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\current\source.html","F9272B38F7CAE896248FF46B31C999E1895E78397A9EC0042DF9523E78EC4B41","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\326c31b5f45f.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\326c31b5f45f.html","FD3F592A9A10C1D3614BCA5F6BF4A19508617BC82508B3F6876263BC4E0811C9","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\4f6d01094980.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\4f6d01094980.html","B40B9E7CD756085274E55C4EC201E86E59161C52FCF3089BB0084F40FB1925D8","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\591d71d2376d.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\591d71d2376d.html","25C40B1D706A70483A998AA25D5B7EC8B4038DF68CFBC45F4A5C3E27CD790E84","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\c227a274e04c.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\c227a274e04c.html","F9272B38F7CAE896248FF46B31C999E1895E78397A9EC0042DF9523E78EC4B41","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\d17e823fca89.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\d17e823fca89.html","4363A544BAC5E6D3491BBBD4AD04DC04870B504BB4110E86E30FE76244B2CF34","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\f6273675ce70.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\f6273675ce70.html","E04DBF77DB7B95FEEAE3A976A7E65FAE0E14D21DFECA3043AD750FD9B2C6EAAE","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\legacy-constructs\learningwheel.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\legacy-constructs\learningwheel.html","F9272B38F7CAE896248FF46B31C999E1895E78397A9EC0042DF9523E78EC4B41","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\index.html","3963CF221A675606B1F620E3ACF568B13C60C6668F3A67B1744E247357604F4B","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\current\source.html","CA8DC3713169F4DA6DC724B36DD14886960579851D702AB490A6058A13F67361","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\git-history\9d382d2ef933.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\git-history\9d382d2ef933.html","CA8DC3713169F4DA6DC724B36DD14886960579851D702AB490A6058A13F67361","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\git-history\b476e04efdd1.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\git-history\b476e04efdd1.html","AD34C2BAF70192A0552B6C3DEC9EDD1E6D89D6C78478969E846340FBF9909ED4","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\git-history\cfa00ee4b038.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\git-history\cfa00ee4b038.html","46352C5EED0E0BF3D6A2670F5F48880F6B9A301F53A08892950C3B113F64FFA7","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\legacy-constructs\ledger.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\legacy-constructs\ledger.html","CA8DC3713169F4DA6DC724B36DD14886960579851D702AB490A6058A13F67361","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\index.html","5CB3A158BD961FF10496036175221193899D43639499C4387E07DF35A99F32AB","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\core-prototype\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\core-prototype\source.html","B647313AD0134F5611E1A07279EA284A177E28F9ADC2F83B9BFE5B7077B9E2FB","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\current\source.html","E6178B5EFA0576EF141B2C3456D16163720AE99CF92B2A18ABA0517D4BB39287","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\585294b47f3f.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\585294b47f3f.html","179F7E5C6F2D927485F544EF84AFF09A925CE811F453A27F9CDCD1F6B8C99B71","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\643c9170092d.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\643c9170092d.html","FCEF2E2B906936E1884CC93F551FC2F432D69B8C4304C0D346C3C500BA3B49FF","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\74a9f8336668.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\74a9f8336668.html","B647313AD0134F5611E1A07279EA284A177E28F9ADC2F83B9BFE5B7077B9E2FB","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\9044ed8aa5b5.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\9044ed8aa5b5.html","1B631D369F6B2DA92E82CCB69749CFCA6438E7065EBA73E755360CA94B3E9DD7","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\a9625f2b9e18.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\a9625f2b9e18.html","E6178B5EFA0576EF141B2C3456D16163720AE99CF92B2A18ABA0517D4BB39287","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\d9c20b0d24bb.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\d9c20b0d24bb.html","B0B78EF100166AB6FBBD7AA7169BBD76C2E065A65EBC468F43FE6086478B981D","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\f3c6fc90d275.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\f3c6fc90d275.html","2C1422BFC3204AFF397AC7CE963B00C9005ECC0BFAB02F25AC90FDCDFF7FFE80","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\legacy-constructs\thresholdmythology.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\legacy-constructs\thresholdmythology.html","98BC1E32A838619F3CF777F57B101A06B4CCA02CA98F432C56684AB5BBCCAE2A","COPIED"
"C:\Threshold\_site\index.html","C:\Threshold\html-inventory\_site\index.html","87D2893EBC64E1042CCBBD757305031E3F96925F9F4650AE7A6D099EF51C1C9D","COPIED"
"C:\Threshold\_site\spoke.html","C:\Threshold\html-inventory\_site\spoke.html","1126F515420D2A706BE5569D537AA42970EFACC55ECDED2CFF08652F7083070F","COPIED"
"C:\Threshold\.node-bundles\anchor-validation\index.html","C:\Threshold\html-inventory\.node-bundles\anchor-validation\index.html","87D2893EBC64E1042CCBBD757305031E3F96925F9F4650AE7A6D099EF51C1C9D","COPIED"
"C:\Threshold\.node-bundles\anchor-validation\spoke.html","C:\Threshold\html-inventory\.node-bundles\anchor-validation\spoke.html","1126F515420D2A706BE5569D537AA42970EFACC55ECDED2CFF08652F7083070F","COPIED"
